dictionary	vortaro
vegetarianism	vegetarismo
maggot	muŝido
maggot	senkrura larvo
pretty	beleta
ink	inko
explore	esplori
deciduous	falfolia
evergreen	ĉiamverda
evergreen	ĉiamverdo
canyon	kanjono
poltergeist	poltergejsto
ghost	fantomo
christendom	kristanaro
christendom	kristanujo
horrid	aĉa
saxophone	saksofono
honeycomb	mielĉelaro
honeycomb	mielcxelaro
honeycomb	mielchelaro
blueberry	mirtelo
blueberry	vakcinio
compose	komponi
once upon a time	iam estis
north brabant	Nord-Brabanto
north brabant	Norda Brabanto
zeeland	Zelando
horsepower	ĉevalpovo
horseshoe	huffero
horseshoe	hufofero
horseshoe	hufumo
tea cosy	tekruomufo
clitoris	klitoro
pirate	pirato
pirate	pirati
buccaneer	marrabisto
mourn	priplori
autopsy	obdukcio
great	ega
great	bonega
grater	kuireja raspilo
grater	raspilo
kitsch	kiĉo
lexeme	leksemo
luggage	pakaĵo
luggage	bagaĝo
special	speciala
recent	lasta
recent	lastatempa
whore	putino
whore	ĉiesulino
whore	prostituitino
whore	amoristino
whore	publikulino
whore	stratulino
whore	viringo
jesus	Jesuo
sumo	sumoo
sumo	sumoisto
lounge	ripozejo
manatee	manato
dugong	dugongo
marshallese	marŝala
duckling	anasido
creole	kreolo
earthworm	lumbriko
vixen	vulpino
little	malgranda
little	iom
little	malmulta
leaf	folio
rowing	remado
ska	skao
pair of compasses	cirkelo
thief	ŝtelisto
muck	malpuraĵo 
bicol	Bikola lingvo
gujarati	guĝaratano
gujarati	guĝarata
malayalam	[[malajala]] [[lingvo]]
punjabi	panĝabano
punjabi	panĝabanino
quechua	[[Keĉua]] [[lingvo]]
quenya	kvenja lingvo
quenya	quenya
quenya	[[la]] [[kvenja]]
tamil	tamulo
tamil	tamulino
urdu	urduo
dumpling	knedliko
appendix	alaĵo
appendix	aneksaĵo
appendix	anekso
trunk	rostro
aerial	aera
aerial	anteno
shared	komuna
buyer	aĉetanto
buyer	aĉetantino
local	loka
mango	mangujo
mango	mango
gab	parolemo
harpsichord	klaviceno
extragalactic	ekstergalaksia
extragalactic	 ekstergalaksia
foolishness	malsaĝeco
rope	ŝnuro
system	sistemo
duststorm	polvoŝtormo
typhoon	tajfuno
monsoon	musono
el niño	El-Ninjo
lust	volupto
tarantula	tarantulo
argue	argumenti
formula	formulo
oasis	oazo
parenthesis	parentezo
phenomenon	fenomeno
series	serio
stimulus	sprono
stimulus	ekilo
torso	torso
shortage	malabundo
pattern	skemo
table	tablo
table	tabelo
hippie	hipio
crust	krusto
crust	terkrusto
sorrow	malĝojo
happiness	feliĉeco
happiness	feliĉo
venus	Venuso
veto	vetoo
veto	vetoi
crystal	kristalo
crystal	kvarcvitro
sunrise	sunleviĝo
collapse	kolapsi
abend	misfino
liberator	liberiganto
heuristic	heŭristika
heuristic	problemsolvila
heuristic	heŭristiko
heuristic	problemsolvilo
anaconda	anakondo
anal	anusa
dress	vesti
dress	robo
metropolis	metropolo
metropolis	urbego
top	supro
top	suprulo
libido	volupto
herb	herbo
khmer	[[kmera]] [[lingvo]]
khmer	kmero
khmer	kmera
wag	svingi
suitcase	valizo
whole	tuta
whole	tute
whole	tuto
whole	tutaĵo
value	valoro
value	alttaksi
value	valori
persia	Persio
rude	malafabla
outsmart	superruzi
jim	Jakĉjo
femur	femuro
practical	praktika
trait	trajto
lady	domestrino
lady	sinjorino
lady	lordedzino
marriage	edzeco
marriage	geedzeco
marriage	geedziĝo
marriage	nupto
burglar	domŝtelisto
moment	momento
moment	momanto
sea urchin	eĥino
sea urchin	mara erinaco
urchin	bubo
sea anemone	aktinio
sea anemone	maranemono
sea anemone	marrozo
thieve	ŝteli
sea lion	marleono
sea cucumber	markukumo
rapid	katarakto
griffin	grifo
internet cafe	interreta kafejo
nerd	nerdo
turd	ekskremento
thorn	dorno
reply	respondi
empty	malplena
empty	senenhava
empty	malplenigi
job	tasko
job	metio
smog	fumnebulo
final	fina
idiot	idioto
inevitable	neevitebla
similar	simila
turmeric	kurkumo
cherokee	ĉeroka
sequoyah	Sequoyah
alternative	alternativo
traveller	vojaĝanto
exotic	ekzotika
exotic	ekzota
exotic	neindiĝena
ironic	ironia
syphilis	sifiliso
beast	besto
guard	gardisto
guard	gardi
latin america	Latinameriko
leningrad	Leningrado
schwa	ŝvao
automobile	aŭtomobilo
automobile	aŭto
dragon	drako
centaur	centaŭro
khmer rouge	Ruĝaj Kmeroj
basilisk	bazilisko
cannon	kanono
cannon	pafilego
muzzle	muzelo
muzzle	buŝumo
muzzle	buŝumi
muzzle	silentigi
speaker	parolanto
speaker	laŭtparolilo
speaker	parolinto
speaker	parolonto
sabre	sabro
conversation	konversacio
conversation	interparolo
culture	kulturo
viper	vipero
viper	vipuro
lammergeier	gipaeto
lammergeier	ŝafgrifo
lammergeier	liphara gipaeto
puppy	hundido
puppy	hundidino
puppy	ratido
tigress	tigrino
cygnet	cignido
grasshopper	akrido
grasshopper	lokusto
ethnic	etna
tube	tubo
gander	viransero
telephone	telefono
telephone	telefoni
telephone	alvoki
keystone	ĉefŝtono
keystone	ŝlosoŝtono
basketball	korbopilkado
ip address	IP-adreso
elephantine	elefanta
gosling	anserido
aquarium	akvario
motherfucking	patrinfikanta
fucking	fiko
fucking	fek-
fucking	damna
fucking	-aĉ-
fucking	aĉa
fucking	damne
fuckup	fuŝo
fuckup	fuŝulo
thread	fadeno
worm	vermo
worm	serpentumi
spirit	spirito
spirit	alkoholaĵo
cancer	kancero
toad	bufo
piglet	porkido
observatory	observatorio
colored	kolora
colorful	bunta
last year	pasintjare
squeeze	elpremi
rub	froti
across	trans
attract	altiri
light bulb	ampolo
carriage	vagono
natural number	natura nombro
grub	insektido
bless you	sanon
responsible	respondeca
opposition	opozicio
oppose	kontraŭi
socialist	socialisma
socialist	socialisto
deny	nei
anonymous	anonima
anonymous	sennoma
tumult	tumulto
neighbour	najbaro
passion	pasio
semiannual	duonjara
gdańsk	Dancigo
cracow	Krakovo
duty	devo
duty	tarifo
cup	taso
comfort	komforto
copy	kopio
copy	kopii
copy	imiti
kitten	katido
kitten	virkatido
kitten	katidino
joey	kanguruido
joey	koalido
joey	valabiido
lion cub	leonido
lion cub	virleonido
lion cub	leonidino
lamb	ŝafido
lamb	ŝafidaĵo
tiger cub	tigrido
tiger cub	virtigrido
tiger cub	tigridino
glottal stop	glota halto
sneeze	terni
sneeze	terno
belch	rukti
snore	ronki
figure	figuro
speech	parolado
saturn	Saturno
globe	terglobuso
flashlight	poŝlampo
sleepy	dormema
allegory	alegorio
rogue	bubaĉo
fetish	fetiĉo
library	biblioteko
library	libraro
revelation	revelacio
reveal	malkaŝi
compel	devigi
decision	decido
delicate	delikata
delicate	delikatsenta
dependent	dependa
desire	deziri
desire	deziro
pee	po
ticket	bileto
ticket	veturbileto
ticket	irbileto
ticket	kandidataro
ticket	prezindiko
receipt	kvitanco
diagonal	diagonala
hiccup	singulto
source	fonto
sauce	saŭco
peg	kejlo
leviathan	levjatano
geography	geografio
geology	geologio
geologist	geologo
underwater	subakva
battery	pilo
battery	baterio
fertile	fekunda
trio	triopo
trio	trio
destroy	ekstermi
destroy	detrui
detail	detalo
detail	detalaro
detail	informoj
detail	roto
leer	rigardemi
scum	feĉo
scum	aĉulo
scum	ŝaŭmo
scum	feĉulo
membrane	membrano
sleeve	maniko
workout	trejnado
sprout	sproso
sprout	ĝermi
sprout	elkreski
portal	pordego
portal	portalo
portal	enirejo
marmalade	marmelado
frost	prujno
frost	frosto
eucalyptus	eŭkalipto
apiary	abelejo
development	disvolvado
develop	disvolvi
develop	evoluigi
develop	disvolvigi
cock-a-doodle-doo	kokeriko
whenever	kiam ajn
trilogy	trilogio
ocean	oceano
passport	pasporto
telescope	teleskopo
headache	kapdoloro
callipygian	belpuga
eunuch	kastrito
eunuch	eŭnuko
balustrade	balustrado
lung	pulmo
up	supren
she-wolf	lupino
wolf cub	lupido
turkey-hen	meleagrino
caterpillar	raŭpo
caterpillar	ĉenbendo
bucharest	Bukareŝto
powerful	potenca
zit	akno
zit	aknero
discovery	malkovro
discovery	trovo
discover	malkovri
discover	trovi
portcullis	herso
drawbridge	levoponto
nymph	nimfo
long for	sopiri
connect	konekti
isle of man	Manksinsulo
theology	teologio
theology	dioscienco
chickadee	paruo
bolide	bolido
acknowledge	agnoski
acquaintance	konato
acrobat	akrobato
acrobat	ekvilibristo
acting	portempa
acting	aktorado
out	ekstere
out	eksteren
out	el-
out	el
out	elŝrankigi
out	elŝrankiĝinta
sleeping beauty	La [[Dormanta Belulino]]
sleeping beauty	Dormanta Belulino
fairy	feino
buttock	sidvango
buttock	gluteo
candy floss	sukerŝpinaĵo
candy floss	sukervato
instrument	instrumento
massif	masivo
active	agema
active	aktiva
actively	aktive
acutely	akute
acuteness	akro
acuteness	akreco
additional	kroma
additional	aldona
adequate	adekvata
adequate	konvena
adequate	taŭga
adhere	alteniĝi
adhesive	gluebla
imp	diableto
polynesian	polineziano
polynesian	polinezianino
spot	makulo
spot	akno
spot	aknero
snug	komforta
escape	eskapi
administration	administrantaro
administration	administracio
administration	administrado
administrator	administranto
admiral	admiralo
admiral	ŝiparestro
admiralty	admiralejo
admiring	admira
admit	agnoski
incense	incenso
heterosexual	aliseksema
heterosexual	aliseksemulo
heterosexual	aliseksemuliĉo
heterosexual	neologism
heterosexual	aliseksemulino
adorn	ornami
advance	antaŭenigi
advance	antaŭenpuŝi
advance	antaŭenmovi
advance	plialtigi
advance	akceli
advance	antaŭeniĝi
advance	amindumo
advanced	altnivela
advanced	progresinta
advantage	utilo
advantage	avantaĝo
advantage	supereco
adventurous	aventurema
advertise	reklami
afar	afara lingvo
affably	afable
buddha	Budho
buddhism	budhismo
buddhist	budhisma
buddhist	budhista
buddhist	budhano
affectionately	ame
affectionately	aminde
compare	kompari
pollen	poleno
mattress	matraco
maneuver	manovro
maneuver	manovri
yucatán	Jukatano
yucatán	Jukatanio
apocryphal	apokrifa
buttermilk	buterlakto
reluctance	sindetenemo
marionette	marioneto
marigold	kalendulo
weigh	pezi
spear	lanco
pepper	pipro
pepper	papriko
hurry	rapidi
hurry	rapidiĝi
hasten	rapidi
hasten	akceli
hasten	rapidigi
hasten	plifruigi
hangar	hangaro
hangar	aeroplanejo
meow	miaŭ
meow	miaŭo
meow	miaŭi
purr	ronroni
caw	grako
caw	graki
neigh	heno
neigh	heni
roar	rori
roar	roro
chattel	propraĵo
ku klux klan	Ku-Kluks-Klano
materialistic	materialisma
sabotage	sabotado
sabotage	saboti
vandal	vandalo
callus	kaluso
vellum	veleno
world war i	unua mondmilito
cotton wool	vato
cotton wool	absorba vato
afternoon	posttagmezo
afterwards	poste
so-so	iele-trapele
joker	ŝercemulo
agency	ageneremo
agency	agentejo
cadaver	kadavro
agent	agento
middle ages	mezepoko
agitation	agitado
agitation	agitiĝo
ago	antaŭ
agony	angoro
agony	dolorego
agonizing	angoriga
register	registriĝi
agree	samopinii
agree	akordi
aimless	sencela
rhythm	ritmo
airy	aera
akimbo	mansurkokse
akin	relata
alarm	alarmilo
alarm	alarmi
wisdom	saĝeco
sham	falsa
sham	pseŭda
sham	trompa
sham	falsaĵo
sham	trompo
chord	kordo
chord	 ŝnuro
chord	ŝnuro
gesticulate	gestadi
nunnery	monaĥinejo
monasticism	monaĥismo
bumblebee	burdo
ale	elo
alewife	riveraringo
alewife	falsa haringo
alias	alinomo
alibi	alibio
alkali	alkalo
alkaloid	alkaloido
alliance	alianco
allow	allasi
alluring	alloga
allusion	aludo
almighty	ĉiopova
beekeeper	abelisto
beekeeper	virabelisto
beekeeper	abelistino
alienist	alienisto
ghostwriter	fantoma verkisto
alternately	alterne
alternation	alternado
always	ĉiam
sundial	sunhorloĝo
cacophony	malbelsoneco
cacophony	malbonsoneco
migration	migrado
teresa	Tereza
amass	amasigi
amateur	amatoro
ambassador	ambasadoro
ambassador	ambasadorino
ambition	gloramo
ambition	ambicio
ambitious	ambicia
ambitious	glorama
expel	forpeli
impel	motivigi
impel	antauxenigi
aymara	[[Ajmara]] [[lingvo]]
fussy	postulema
bother	malordigi
bother	ĝeni
bother	perturbi
bother	aĉ
annoy	tedi
annoy	agaci
annoy	malamuzi
annoy	ĝeni
annoy	kolerigi
annoy	ĉagreni
width	larĝeco
width	larĝo
height	alteco
height	alto
public	publika
public	publiko
stuff	farĉi
stuffing	farĉo
semiotics	semiotiko
amen	amen
amendment	amendo
amnesty	amnestio
amnesty	amnestii
amuse	amuzi
anemic	anemia
analogous	analoga
anarchist	anarĥiisto
anarchist	anarkiisto
anarchist	anarĥiulo
anarchist	anarkiulo
anatomical	anatomia
anatomy	anatomio
wallpaper	tapeto
cursor	kursoro
cursor	muskursoro
tilde	tildo
influenza	gripo
miracle	miraklo
corpse	kadavro
boar	virporko
boar	porkiĉo
trench	fosaĵo
trench	tranĉeo
discord	malakordo
love child	eksteredzeca infano
depict	figuri
sketch	skizi
sketch	skizo
sketch	skeĉo
sketchbook	skizlibro
gene	geno
numismatics	numismatiko
inuktitut	inuktituto
outstanding	elstara
inherit	heredi
malay	malajo
malay	malajino
malay	Malaja
variable	varia
candle	kandelo
candlestick	kandelingo
drought	trosekeco
drought	sekegeco
demon	demono
heretic	herezulo
heretic	herezulino
heretical	hereza
brand new	freŝbakita
conventional	konvencia
scottish	skota
scottish	skotoj
stodgy	enuiga
stodgy	teda
ancestor	praulo
xhosa	[[kosa]] [[lingvo]]
xhosa	koso
xhosa	kosino
outside	ekstera
outside	ekstere
outside	eksteren
outside	ekster
attic	mansardo
choice	elekto
flamenco	flamenko
ugly	malbela
ugly	malplaĉa
ugly	fia
ugly	malbelaĵo
ankle	maleolo
angelic	anĝela
anger	kolero
anger	kolerigi
anger	koleriĝi
redemption	elaĉeto
tuning fork	agordilo
multilingual	multlingva
infant	infano
infant	infana
infant	infaneto
toddler	etulo
teenager	dekkelkjarulo
teenager	plenkreskiĝulo
teenager	plenkreskiĝulino
teenager	adoleskulo
teenager	adoleskanto
leaf-storm	folioŝtormo
angular	angula
angular	anguleca
animation	animacio
animosity	malamikeco
announce	anonci
announcement	anoncilo
announcement	anoncado
annoying	ĝena
annoyance	agacaĵo
annoyance	malagrablaĵo
anoint	olei
another	alio
another	ankoraŭ unu
another	plia
another	alia
another	malsama
another	iu alia
antagonistic	antagonista
anthropologist	antropologo
anthropologist	antropologino
antidote	antidoto
antidote	kontraŭveneno
antipathy	antipatio
antipathy	malsimpatio
antiquity	antikveco
antiquity	antikvo
anxiety	anksio
anxious	anksia
anxiously	anksie
anyone	iu
anyone	iu ajn
anywhere	ie ajn
anywhere	ien ajn
anthropology	antropologio
apartment	apartamento
apartment	ĉambraro
apathetic	apatia
fraternity	frateco
fraternity	frataro
happy easter	Bonan Paskon
symmetry	simetrio
vertex	vertico
edge	rando
edge	latero
edge	eĝo
anglican	anglikana
anglican	anglikano
anglicise	angligi
anglicise	angliĝi
uracil	uracilo
adenine	adenino
thymine	timino
cytosine	citozino
guanine	guanino
regicide	reĝmortiginto
regicide	reĝmurdinto
suicide	sinmortigo
muscle	muskolo
agnostic	agnostika
agnostic	agnostikulo
goalkeeper	golulo
goalkeeper	golulino
ornament	ornamaĵo
step	ŝtupo
step	stadio
step	fazo
step	etapo
steppe	stepo
adulterous	adulta
large	granda
ski	skio
ski	skii
ski	skikuri
carrot	karoto
strap	rimeno
tension	tensio
move	moviĝi
move	translokiĝi
dune	duno
pharaoh	faraono
graphic	grafika
graphic	grafiko
oven	forno
oven	bakujo
deceive	trompi
deception	trompo
fee	honorario
convulsion	konvulsio
manage	mastrumi
manager	manaĝisto
healthy	sana
healthy	saniga
cornucopia	abundokorno
plenty	abundo
membership	anaro
membership	membreco
membership	membraro
scold	skoldi
enthusiasm	entuziasmo
use	uzi
chopstick	haŝio
chopstick	manĝbastoneto
snot	mukbuleto
discuss	diskuti
discuss	priparoli
bastard	bastardo
bastard	bastardino
drain	gutigi
programming language	programlingvo
follow	sekvi
cucumber	kukumo
parsnip	pastinako
cpu	ĉeforgano
cpu	ĉefprocesoro
cpu	centra aparato
cpu	ĉefprocezilo
celtic	kelta
baseball	basbalo
baseball	bazopilkado
tonne	tuno
stochastic	stokasta
binary	duuma
binary	bulea
binary	binara
binary	dubaza
binary	duelementa
binary	dukomponanta
kilo-	kilo-
anthropomorphic	homforma
tee	to
apoplexy	apopleksio
apostolic	apostola
apparel	vestado
apparently	ŝajne
apparently	verŝajne
appealing	alloga
urine	urino
urinary	urina
equal	sama
anus	anuso
anus	postaĵotruo
every	ĉiu
expansion	ekspansio
expert	kompetentulo
uterine	utera
snatch	ekkapti
hotel	hotelo
regulation	regularo
homosexuality	samseksemo
heterosexuality	aliseksemo
bisexuality	ambaŭseksemo
sexual orientation	seksa orientiĝo
bisexual	ambaŭseksema
bisexual	ambaŭseksemulo
bisexual	ambaŭseksemuliĉo
bisexual	neologism
bisexual	ambaŭseksemulino
out of	disde
captain	kapitano
lieutenant	leŭtenanto
ensign	ŝipflago
cavalry	kavalerio
appear	aperi
appear	aspekti
appearance	aperaĵo
oat	aveno
photo	foti
expensive	multekosta
expensive	altepreza
chew	maĉi
chew	remaĉi
chewing gum	maĉaĵo
chewing gum	maĉgumo
bubbly	gaja
microwave oven	mikroondilo
microwave	mikroondo
dessert	postmanĝaĵo
starboard	tribordo
imperial	imperia
jetsam	fuko
celery	celerio
hesitate	heziti
stammer	balbuti
stutter	balbutado
median	mediano
good friday	Sankta Vendredo
crucify	krucumi
crucifixion	krucumado
crucifixion	krucumo
meme	memeo
resurrection	reviviĝo
jesus christ	Jesuo Kristo
pendant	pendaĵo
typewriter	tajpilo
typewriter	skribmaŝino
propeller	helico
mighty	potenca
bank holiday	banka ferio
bank holiday	banka libertago
thrombosis	trombozo
holiday	festotago
holiday	libertempo
holiday	lernejaj
holiday	ferioj
execution	ekzekuto
executioner	ekzekutisto
under	sub
oath	ĵuro
botany	botaniko
botany	plantscienco
anti-	kontraŭ-
deluge	diluvo
confused	konfuzita
confusing	implikanta
confusing	konfuzanta
sturgeon	acipensero
adonis	Adoniso
sadomasochism	sado-masoĥismo
ambidextrous	ambaŭmana
anal sex	anusa seksumado
anal sex	bugro
penetration	penetro
sadism	sadismo
masochism	masoĥismo
-one	-ono
square root	kvadrata radiko
complex number	kompleksa nombro
conjugation	konjugacio
pedestrian	piediranta
pedestrian	piediranto
pedestrian	virpiediranto
pedestrian	piedirantiĉo
pedestrian	piedirantino
broth	buljono
real number	reela nombro
octahedron	okedro
inverse	inversa
platonic solid	platona solido
redhead	rufulo
bratislava	Bratislavo
poly-	plur-
poly-	poli-
upper case	majusklaro
upper case	majuskloj
lower case	minusklaro
lower case	minuskloj
freckle	lentugo
plus sign	plus-signo
minus sign	minus-signo
capital letter	majusklo
capital letter	ĉeflitero
semitic	Semida
semitic	semida
semitic	Ŝemida
semitic	ŝemida
rhyme	rimi
single	unuopaĵo
only	sola
only	nura
only	nur
theme	temo
forehead	frunto
third person	tria persono
third-person	tripersone
shepherd	ŝafisto
shepherd	ŝafistino
accretion disk	alkreska disko
t-shirt	T-ĉemizo
sunstroke	sunfrapo
fairy tale	fabelo
teapot	teujo
thomas	Tomaso
whatchamacallit	umo
joseph	Jozefo
waitress	kelnerino
waitress	tabloservistino
inebriation	ebriiĝo
drunkenness	ebriiĝo
-itis	-ito
resist	rezisti
re-	re-
-logist	-logo
apportion	onigi
appreciate	alttaksi
bottom	fundo
bottom	malsupro
bottom	pugo
bottom	malsuprulo
bottom	pasivulo
quidditch	kvidiĉo
alcohol	alkoholo
fluffy	lanuga
constellation	konstelacio
constellation	stelaro
hectare	hektaro
fall asleep	ekdormi
fall ill	malsaniĝi
fall in love	enamiĝi
fall in love	ekami
package	pako
arrive	alveni
arrival	alveno
departure	foriro
depart	foriri
depart	eliri
psychologist	psikologo
psychologist	psiĥologo
psychologist	psikologiisto
psychologist	psiĥologiisto
shithouse	fekejo
quart	kvarto
component	ero
component	komponanto
sailboat	velboato
coat of arms	blazono
combine	kombini
crepe	krepo
chapter	ĉapitro
astronomical unit	astronomia unuo
psychology	psikologio
baptism	bapto
as well as	same kiel
atomic	atoma
piss	urino
piss	pisi
piss	urini
xenophobia	ksenofobio
xenophobic	ksenofobia
puppet	pupo
cutlery	manĝilo
racism	rasismo
stage	stadio
stage	fazo
chessboard	ŝaktabulo
moist	malseketa
bern	Berno
geneva	Ĝenevo
shovel	fosilo
shovel	ŝovelilo
shovel	ŝoveli
uranus	Urano
pluto	Plutono
crowbar	levstango
hunter	ĉasisto
hunter	ĉasanto
sauerkraut	saŭrkraŭto
librarian	bibliotekisto
cowboy	vakero
euphrates	Eŭfrato
tigris	Tigriso
new year's day	novjartago
happy new year	feliĉan novjaron
new year	novjaro
inkwell	inkujo
nearby	apuda
nearby	apude
grisons	Grizono
lucerne	Lucerno
infinite	senfina
valais	Valezo
concentration camp	koncentrejo
whiskey	viskio
light year	lumjaro
clockwise	dekstrume
clockwise	horloĝdirekte
clockwise	dekstruma
