	code	name	latitude	longitude	genus	family	Vso	Vso2	Vom	Vson	Vson2	Vn	Vsoq	Vsow	Vsow2	Np	Nr	Ng	Nd	Nn	Na
421	gah	Gahuku	-6.0	145.416666667	Gahuku	Trans-New Guinea	SOV			MorphNeg		[V-Neg]	No question particle				Mixed			Noun-Numeral	No dominant order
422	gal	Galo	28.1666666667	94.6666666667	Tani	Sino-Tibetan	SOV			MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase			Relative clause-Noun			Noun-Numeral	Adjective-Noun
423	gam	Gamo	6.66666666667	37.25	Ta-Ne-Omotic	Afro-Asiatic	SOV									Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
424	gan	Great Andamanese	12.0	92.6666666667	Great Andamanese	Great Andamanese	SOV									Postpositions		Genitive-Noun			Noun-Adjective
425	gap	Gapapaiwa	-9.75	149.833333333	Oceanic	Austronesian	SOV		No dominant order	SONegV		NegV	Final	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun		Noun-Numeral	
426	gar	Garo	25.6666666667	90.5	Brahmaputran	Sino-Tibetan	SOV			MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
427	gav									Other		NegV	Initial	Initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun		Noun-Adjective
428	gbb	Gbeya Bossangoa	6.66666666667	17.5	Gbaya-Manza-Ngbaka	Niger-Congo	SVO		VOX	OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Adjective-Noun
429	gbs	Gbaya (Southwest)	4.7	14.96	Gbaya-Manza-Ngbaka	Niger-Congo	SVO			SVONeg		VNeg		Not initial interrogative phrase				Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Adjective-Noun
430	gdb												No question particle	Not initial interrogative phrase							Adjective-Noun
431	gds	Gadsup	-6.25	146.0	Gauwa	Trans-New Guinea	SOV			SONegV		NegV	No question particle					Genitive-Noun		Numeral-Noun	Adjective-Noun
432	gel	Gela	-9.08333333333	160.25	Oceanic	Austronesian	VOS			NegVOS		NegV	Final			Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
433	geo	Georgian	42.0	44.0	Kartvelian	Kartvelian	SOV			SONegV		NegV	No question particle	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
434	ger	German	52.0	10.0	Germanic	Indo-European	No dominant order	SOV or SVO	No dominant order	More than one position		Type 1 / Type 2	No question particle	Initial interrogative phrase	Vsom	Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
435	ggu	Gureng Gureng	-25.25	151.0	Southeastern Pama-Nyungan	Pama-Nyungan	No dominant order		No dominant order	Other		NegV		Not initial interrogative phrase					Mixed		Noun-Adjective
436	ghb	Guahibo	5.0	-69.0	Guahiban	Guahiban	SOV						No question particle	Initial interrogative phrase		Postpositions	Noun-Relative clause				
437	ghr	Bunan	32.5	77.0	Bodic	Sino-Tibetan	SOV			Other		NegV	Final								Noun-Adjective
438	gid	Gidabal	-28.4166666667	152.416666667	Southeastern Pama-Nyungan	Pama-Nyungan	No dominant order		No dominant order					Initial interrogative phrase					Demonstrative-Noun		Adjective-Noun
439	gil																				Adjective-Noun
440	gim	Gimira	7.0	35.75	Ta-Ne-Omotic	Afro-Asiatic	SOV			MorphNeg		[V-Neg]	No question particle			Postpositions	Mixed		Noun-Demonstrative	No dominant order	No dominant order
441	gir											NegV									
442	git	Gitksan	55.3333333333	-127.75	Tsimshianic	Tsimshianic	No dominant order		No dominant order				Final	Initial interrogative phrase		Prepositions					Adjective-Noun
443	giz											VNeg		Not initial interrogative phrase		Prepositions				Noun-Numeral	
444	gjj	Guajajara	-5.0	-46.0	Maweti-Guarani	Tupian	VSO		VOX	MorphNeg		[Neg-V]		Initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
445	gku	Gününa Küne	-41.0	-67.0	Puelche	Chonan	No dominant order	SVO or VOS		MorphNeg		[Neg-V]				Prepositions		No dominant order		Numeral-Noun	Noun-Adjective
446	gla	Gelao	22.9166666667	105.5	Kadai	Tai-Kadai	SVO			SVONeg		VNeg				Prepositions			Noun-Demonstrative	Numeral-Noun	Noun-Adjective
447	gln	Golin	-6.33333333333	144.75	Chimbu-Wahgi	Trans-New Guinea	SOV			MorphNeg		[V-Neg]	No question particle			Postpositions		Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
448	gmw	Gumawana	-9.25	150.833333333	Oceanic	Austronesian	SOV		OVX	SONegV		NegV	No question particle	Not initial interrogative phrase		Postpositions	Mixed	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
449	gmz	Gumuz	12.5	35.8333333333	Gumuz	Gumuz	SVO			Other		VNeg	No question particle			Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative		No dominant order
450	gnb	Gunbalang	-12.0	134.0	Marne	Gunwinyguan	SVO		VOX	ObligDoubleNeg		OptTripleNeg&ObligDoubleNeg	No question particle	Initial interrogative phrase		Prepositions	Noun-Relative clause		Demonstrative-Noun	Numeral-Noun	Adjective-Noun
451	gnd															Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative		Noun-Adjective
452	gnn	Gunin	-14.25	126.666666667	Worrorran	Worrorran	No dominant order		No dominant order							Postpositions		Genitive-Noun	Noun-Demonstrative		Noun-Adjective
453	goa	Goajiro	12.0	-72.0	Guajiro-Paraujano	Arawakan	VSO		VOX	NegVSO		NegV	Initial	Initial interrogative phrase		Prepositions		Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
454	god									MorphNeg		[V-Neg]					Mixed	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
455	goe	Goemai	8.66666666667	9.75	West Chadic	Afro-Asiatic	SVO			SVONeg		VNeg	Final	Not initial interrogative phrase		Prepositions		Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
456	gog	Gogodala	-8.08333333333	142.833333333	Gogodala	Trans-New Guinea	SOV														
457	gok	Gokana	4.58333333333	7.33333333333	Ogonoid	Niger-Congo	SVO			SNegVO		NegV	Initial	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Adjective-Noun
458	gon	Gondi	19.0	81.0	Dravidian	Dravidian	SOV			MorphNeg		[V-Neg]	Final	Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
459	goo	Gooniyandi	-18.3333333333	126.333333333	Bunuban	Bunuban	No dominant order		No dominant order	Other		NegV				Inpositions		No dominant order	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
460	grb	Grebo	5.0	-8.0	Kru	Niger-Congo	SVO		VOX	SNegOV	SVO, but SNegOV	NegV	Initial	Initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
461	grf	Garífuna	15.6666666667	-88.0	Antillean Arawakan	Arawakan	VSO			NegVSO		NegV				Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
462	grg	Gurr-goni	-12.25	134.416666667	Burarran	Mangrida	No dominant order		No dominant order										Demonstrative-Noun		No dominant order
463	grj	Guarijío	27.75	-108.666666667	Tarahumaran	Uto-Aztecan	No dominant order		No dominant order	Other		NegV	No question particle	Initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Noun-Numeral	No dominant order
464	grk	Greek (Modern)	39.0	22.0	Greek	Indo-European	No dominant order	SVO or VSO		More than one position		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
465	grr	Garrwa	-17.0833333333	137.166666667	Garrwan	Garrwan	No dominant order	SVO or VSO				NegV	In either of two positions	Initial interrogative phrase		Prepositions		Genitive-Noun	Demonstrative-Noun	No dominant order	Noun-Adjective
466	grs											NegV									
467	grw	Greenlandic (West)	64.0	-51.0	Eskimo	Eskimo-Aleut	SOV		OXV	MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Mixed	Noun-Numeral	Noun-Adjective
468	gto	Guató	-17.0	-58.0	Guató	Guató	VSO									Prepositions		Noun-Genitive	Demonstrative-Noun		Noun-Adjective
469	gua	Guaraní	-26.0	-56.0	Maweti-Guarani	Tupian	SVO		VOX	ObligDoubleNeg		ObligDoubleNeg		Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
470	gud	Gude	10.4166666667	13.4166666667	Biu-Mandara	Afro-Asiatic	VSO		VOX	NegSVO	VSO, but NegSVO	NegV	Final	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative suffix	Noun-Numeral	Adjective-Noun
471	gug	Gugada	-30.0	134.0	Western Pama-Nyungan	Pama-Nyungan	SOV			More than one position		Type 1 / Type 4		Not initial interrogative phrase					Noun-Demonstrative		Noun-Adjective
472	guh	Guhu-Samane	-8.0	147.333333333	Guhu-Samane	Trans-New Guinea	SOV		XOV	OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase							Noun-Adjective
473	guj	Gujarati	23.0	72.0	Indic	Indo-European	SOV			SONegV		NegV	No question particle	Not initial interrogative phrase		Postpositions			Demonstrative-Noun	Numeral-Noun	Adjective-Noun
474	gul	Gula (in Central African Republic)	9.5	22.5	Bongo-Bagirmi	Central Sudanic	SVO			SVONeg		VNeg	Final			No dominant order	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
475	gum	Gumbaynggir	-30.1666666667	152.5	Southeastern Pama-Nyungan	Pama-Nyungan	No dominant order		No dominant order				No question particle	Not initial interrogative phrase			Noun-Relative clause	No dominant order			No dominant order
476	gur	Gurung	28.3333333333	84.3333333333	Bodic	Sino-Tibetan	SOV			MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Adjective-Noun
477	guu	Guugu Yimidhirr	-15.0	144.833333333	Northern Pama-Nyungan	Pama-Nyungan	SOV			SONegV		NegV		Not initial interrogative phrase				No dominant order	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
478	guw	Gungbe	6.5	2.5	Gbe	Niger-Congo	SVO						Final			No dominant order		No dominant order			Noun-Adjective
479	gwa	Gwari	9.5	7.0	Nupoid	Niger-Congo	No dominant order	SOV or SVO	No dominant order	ObligDoubleNeg		ObligDoubleNeg	Final	Not initial interrogative phrase		No dominant order	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
480	gwo	Gworok	9.91666666667	8.16666666667	Benue-Congo Plateau	Niger-Congo	SVO			SVONeg		VNeg				Prepositions		Noun-Genitive	Noun-Demonstrative	Noun-Numeral	
481	gyc									MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
482	hai	Haida	53.0	-132.0	Haida	Haida	SOV		XOV	ObligDoubleNeg		ObligDoubleNeg	Second position	Mixed		Postpositions	Internally headed	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
483	hak	Hakka	25.0	116.0	Chinese	Sino-Tibetan	SVO		XVO	SNegVO		NegV		Not initial interrogative phrase			Relative clause-Noun		Demonstrative-Noun	Numeral-Noun	
484	hal	Halia	-5.25	154.666666667	Oceanic	Austronesian	SVO			ObligDoubleNeg		ObligDoubleNeg				Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
485	ham	Hamtai	-7.5	146.25	Nuclear Angan	Trans-New Guinea	SOV			MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Postpositions			Noun-Demonstrative	Noun-Numeral	Noun-Adjective
486	han									Other		NegV				Postpositions	Relative clause-Noun		Noun-Demonstrative	Noun-Numeral	No dominant order
487	har									MorphNeg		[V-Neg]					Mixed	Genitive-Noun			Noun-Adjective
488	hat	Hatam	-1.0	134.0	Hatim-Mansim	Hatim-Mansim	SVO		VOX	SVONeg		VNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
489	hau	Hausa	12.0	7.0	West Chadic	Afro-Asiatic	SVO		VOX	OptDoubleNeg		OptDoubleNeg	Final	Mixed		Prepositions	Noun-Relative clause	Noun-Genitive	Mixed	Noun-Numeral	Adjective-Noun
490	haw	Hawaiian	19.5833333333	-155.5	Oceanic	Austronesian	VSO			NegVSO		NegV		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
491	hay	Hayu	27.25	86.0	Himalayish	Sino-Tibetan	SOV			SONegV		NegV	No question particle			Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
492	hdi	Hdi	11.8666666667	13.7166666667	Biu-Mandara	Afro-Asiatic	VSO		VOX	ObligDoubleNeg		ObligDoubleNeg	Final	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative before and after Noun	Noun-Numeral	Noun-Adjective
493	heb	Hebrew (Modern)	31.5	34.8333333333	Semitic	Afro-Asiatic	SVO			SNegVO		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
494	heh	Hehe	-8.0	36.0	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]		Not initial interrogative phrase		Prepositions				Noun-Numeral	Noun-Adjective
495	hei	Heiltsuk	52.0	-127.5	Northern Wakashan	Wakashan	VSO		VOX	NegVSO		NegV				Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun		Adjective-Noun
496	hem	Hemba	-6.25	27.1666666667	Bantu	Niger-Congo	SVO									Prepositions			Noun-Demonstrative	Noun-Numeral	Noun-Adjective
497	hhu	Hanga Hundi	-3.83333333333	142.916666667	Ndu	Sepik	SOV									Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
498	hid	Hidatsa	47.0	-102.5	Missouri River Siouan	Siouan	SOV			MorphNeg		[V-Neg]				Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative		Noun-Adjective
499	hil	Hiligaynon	10.25	123.0	Greater Central Philippine	Austronesian	VSO			NegVSO		NegV				Prepositions		Noun-Genitive	Demonstrative-Noun	Numeral-Noun	No dominant order
500	hin	Hindi	25.0	77.0	Indic	Indo-European	SOV			SONegV		NegV	Initial	Not initial interrogative phrase		Postpositions	Correlative	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
501	hix	Hixkaryana	-1.0	-59.0	Cariban	Cariban	OVS		OVX	MorphNeg		[V-Neg]	No question particle	Initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun		Numeral-Noun	Noun-Adjective
502	hlp	Hualapai	35.5	-113.75	Yuman	Hokan	SOV			OptDoubleNeg		OptDoubleNeg		Not initial interrogative phrase		Postpositions			Mixed		Noun-Adjective
503	hlu	Halkomelem (Upriver)	49.25	-121.916666667	Central Salish	Salishan	VSO			NegVSO		NegV				Prepositions			Demonstrative-Noun	Numeral-Noun	Adjective-Noun
504	hma									Other		VNeg	Final	Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative before and after Noun	Noun-Numeral	Noun-Adjective
505	hmi	Huitoto (Minica)	-0.333333333333	-74.0	Witoto	Witotoan	SOV		XOV	MorphNeg		[V-Neg]	No question particle	Initial interrogative phrase					Demonstrative-Noun	Numeral-Noun	Adjective-Noun
506	hmo	Hmong Njua	28.0	105.0	Hmongic	Hmong-Mien	SVO			SNegVO		NegV	Other position	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
507	hna	Mina	10.3333333333	13.8333333333	Biu-Mandara	Afro-Asiatic	SVO		VOX	SVONeg		VNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
508	hnd	Hunde	-1.16666666667	28.8333333333	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]	In either of two positions				Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
509	ho												Final			Postpositions	Relative clause-Noun	Genitive-Noun			Adjective-Noun
510	hoa	Hoava	-8.08333333333	157.5	Oceanic	Austronesian	VSO			NegVSO		NegV	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
511	hol	Holoholo	-5.16666666667	29.9166666667	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]					Noun-Relative clause		Mixed	Noun-Numeral	Noun-Adjective
512	hop	Hopi	36.0	-110.0	Northern Uto-Aztecan	Uto-Aztecan	SOV			SONegV		NegV	Initial	Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
513	hpd	Hup	0.166666666667	-69.25	Nadahup	Nadahup	SOV			MorphNeg		[V-Neg]	No question particle	Initial interrogative phrase	oVs	Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
514	htc	Huastec	22.0833333333	-99.3333333333	Mayan	Mayan	SVO		VOX	SNegVO		NegV	No question particle	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
515	hua	Hua	-6.33333333333	145.333333333	Siane-Yagaria	Trans-New Guinea	SOV			MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
516	huc	=|Hoan	-25.5	25.0	=|Hoan	Kxa	SVO			SNegVO		NegV		Not initial interrogative phrase		No dominant order	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
517	hui	Huichol	22.0	-104.0	Corachol	Uto-Aztecan	SOV			MorphNeg		[Neg-V]		Not initial interrogative phrase			Noun-Relative clause	Genitive-Noun			
518	hum	Huitoto (Murui)	-1.0	-73.5	Witoto	Witotoan	SOV			MorphNeg		[V-Neg]		Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun			Adjective-Noun
519	hun	Hungarian	47.0	20.0	Ugric	Uralic	No dominant order	SOV or SVO		SNegVO	SVO/SOV, but SNegVO	NegV		Not initial interrogative phrase		Postpositions	Mixed	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
520	hup	Hupa	41.0833333333	-123.666666667	Athapaskan	Na-Dene	No dominant order		No dominant order	Other		NegV		Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
521	hve	Huave (San Mateo del Mar)	16.2166666667	-95.0	Huavean	Huavean	SVO			Other		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun		Adjective-Noun
522	hwr															Prepositions	Noun-Relative clause		Demonstrative-Noun	Numeral-Noun	Noun-Adjective
523	hya	Haya	-2.0	31.5	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause		Noun-Demonstrative	Noun-Numeral	Noun-Adjective
524	hzb	Hunzib	42.1666666667	46.25	Avar-Andic-Tsezic	Nakh-Daghestanian	SOV			MorphNeg		[V-Neg]	No question particle			Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
525	iaa	Iaai	-20.4166666667	166.583333333	Oceanic	Austronesian	SVO		VOX	SNegVO		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Adjective-Noun
526	iat	Iatmul	-4.25	143.25	Ndu	Sepik	SOV														
527	iau									Other		VNeg		Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	
528	iba	Iban	2.0	112.0	Malayo-Sumbawan	Austronesian	SVO		VOX	Other		NegV	Initial	Mixed		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
529	ice	Icelandic	65.0	-17.0	Germanic	Indo-European	SVO			More than one position		Type 1 / Type 2				Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
530	idn	Iduna	-9.33333333333	150.25	Oceanic	Austronesian	SOV			SONegV		NegV				Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
531	ido	Idoma	6.91666666667	7.5	Idomoid	Niger-Congo	No dominant order		No dominant order			ObligDoubleNeg							Noun-Demonstrative		
532	idu									MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions			Demonstrative-Noun	Noun-Numeral	Adjective-Noun
