frei 	 adjective 	 unimprisoned 	 free; unenslaved; unimprisoned
elementar 	 adjective 	 elementary 	 basic; elementary
elementar 	 adjective 	 basic 	 basic; elementary
schütz 	 noun 	 contactor 	 contactor
vorkommen 	 noun 	 occurrence 	 occurrence
fakultativ 	 adjective 	 facultative 	 optional, facultative
fakultativ 	 adjective 	 optional 	 optional, facultative
herbarium 	 noun 	 herbarium 	 herbarium
krematorium 	 noun 	 crematorium 	 crematorium
griffel 	 noun 	 slate 	 stylus, pen, slate pencil; an antiquated writing tool, used in ancient times, prior to the appearance of blackboards
griffel 	 noun 	 pencil 	 stylus, pen, slate pencil; an antiquated writing tool, used in ancient times, prior to the appearance of blackboards
griffel 	 noun 	 stylus 	 stylus, pen, slate pencil; an antiquated writing tool, used in ancient times, prior to the appearance of blackboards
griffel 	 noun 	 pen 	 stylus, pen, slate pencil; an antiquated writing tool, used in ancient times, prior to the appearance of blackboards
griffel 	 noun 	 style 	 style
griffel 	 noun 	 mitt 	 fingers, mitts
griffel 	 noun 	 finger 	 fingers, mitts
sumach 	 noun 	 sumac 	 sumac, any of several shrubs or trees of the genus Rhus
sumach 	 noun 	 Rhus 	 sumac, any of several shrubs or trees of the genus Rhus
mittags 	 adverb 	 midday 	 at midday
autofellatio 	 noun 	 autofellatio 	 ' autofellatio
halo 	 noun 	 halo 	 halo
pauken 	 verb 	 beat 	 to beat a drum
pauken 	 verb 	 drum 	 to drum in; to emphasize auf
pauken 	 verb 	 cram 	 to swot, cram
pauken 	 verb 	 swot 	 to swot, cram
singularetantum 	 noun 	 singulare tantum 	 singulare tantum
mittel 	 adjective 	 middle 	 middle, in the middle
mittel 	 adjective 	 average 	 average, middling
want 	 noun 	 shroud 	 shroud
balanitis 	 noun 	 balanitis 	 balanitis
freier 	 noun 	 seek 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 relationship 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 courter 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 love 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 comprise 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 act 	 courter, someone who seeks a relationship comprising the exchange of acts of love
freier 	 noun 	 exchange 	 courter, someone who seeks a relationship comprising the exchange of acts of love
webinar 	 noun 	 webinar 	 webinar
posse 	 noun 	 burlesque 	 farce, burlesque
posse 	 noun 	 farce 	 farce, burlesque
postille 	 noun 	 rag 	 rag
postille 	 noun 	 sermon 	 book of prayers, sermons, postil, homily
postille 	 noun 	 prayer 	 book of prayers, sermons, postil, homily
postille 	 noun 	 homily 	 book of prayers, sermons, postil, homily
postille 	 noun 	 postil 	 book of prayers, sermons, postil, homily
betreten 	 verb 	 enter 	 to enter
betreten 	 adjective 	 embarrassed 	 embarrassed
verflucht 	 adjective 	 cursed 	 cursed
verflucht 	 adjective 	 damned 	 damn, damned
verflucht 	 adjective 	 damn 	 damn, damned
bepissen 	 verb 	 bepiss 	 to piss on, to bepiss
bepissen 	 verb 	 piss 	 to piss one's pants laughing, to laugh one's ass off
bepissen 	 verb 	 laugh 	 to piss one's pants laughing, to laugh one's ass off
mumm 	 noun 	 grit 	 moxie, guts, grit, balls, nerve
mumm 	 noun 	 guts 	 moxie, guts, grit, balls, nerve
mumm 	 noun 	 balls 	 moxie, guts, grit, balls, nerve
mumm 	 noun 	 nerve 	 moxie, guts, grit, balls, nerve
mumm 	 noun 	 moxie 	 moxie, guts, grit, balls, nerve
suspensorium 	 noun 	 jockstrap 	 jockstrap
gral 	 noun 	 grail 	 grail
atropin 	 noun 	 atropine 	 atropine
mpu 	 noun 	 w:de:Medizinisch-Psychologische Untersuchung 	 Medizinisch-Psychologische Untersuchung: medical-psychological screening
jux 	 noun 	 joke 	 joke
nölen 	 verb 	 gripe 	 to gripe
sexappeal 	 noun 	 sex appeal 	 sex appeal
krallen 	 verb 	 claw 	 to hold on or cling, especially with claws, nails or fingers
krallen 	 verb 	 finger 	 to hold on or cling, especially with claws, nails or fingers
krallen 	 verb 	 cling 	 to hold on or cling, especially with claws, nails or fingers
krallen 	 verb 	 hold on 	 to hold on or cling, especially with claws, nails or fingers
krallen 	 verb 	 nail 	 to hold on or cling, especially with claws, nails or fingers
krallen 	 verb 	 dig 	 to dig fingers or nails into something, to claw at
krallen 	 verb 	 bend 	 to bend one's fingers into a claw shape
krallen 	 verb 	 seize 	 to steal or seize
krallen 	 verb 	 steal 	 to steal or seize
oligotroph 	 adjective 	 oligotrophic 	 oligotrophic
pärchen 	 noun 	 couple 	 couple
pärchen 	 noun 	 mating 	 mating pair of animals
pärchen 	 noun 	 pair 	 mating pair of animals
pochen 	 verb 	 thump 	 to thump, to throb
pochen 	 verb 	 throb 	 to thump, to throb
pochen 	 verb 	 insist 	 to insist
ellenlang 	 adjective 	 incredibly 	 incredibly long
ellenlang 	 adjective 	 long 	 incredibly long
barock 	 adjective 	 baroque 	 baroque
barock 	 noun 	 Baroque 	 Baroque
institution 	 noun 	 institution 	 institution
holm 	 noun 	 rail 	 rail, bar
holm 	 noun 	 bar 	 rail, bar
holm 	 noun 	 island 	 small island
holm 	 noun 	 small 	 small island
button 	 noun 	 button 	 button
button 	 noun 	 button 	 badge, button
button 	 noun 	 badge 	 badge, button
polygynie 	 noun 	 polygyny 	 polygyny
fässchen 	 noun 	 keg 	 Fass: small barrel, keg
fässchen 	 noun 	 barrel 	 Fass: small barrel, keg
zingel 	 noun 	 curtain wall 	 curtain wall
gries 	 adjective 	 grey 	 grey, greyish
gries 	 adjective 	 greyish 	 grey, greyish
vulnerabel 	 adjective 	 vulnerable 	 vulnerable
bai 	 noun 	 bay 	 bay
bitterorange 	 noun 	 bitter orange 	 bitter orange
stempeln 	 verb 	 stamp 	 to stamp
stempeln 	 verb 	 postmark 	 to postmark
kamp 	 noun 	 field 	 piece of land; field; grassland
kamp 	 noun 	 grassland 	 piece of land; field; grassland
kamp 	 noun 	 land 	 piece of land; field; grassland
spill 	 noun 	 capstan 	 capstan
bomber 	 noun 	 bomber 	 bomber
papp 	 noun 	 mash 	 a mash or thick soup cooked from flour; pap
papp 	 noun 	 flour 	 a mash or thick soup cooked from flour; pap
papp 	 noun 	 pap 	 a mash or thick soup cooked from flour; pap
papp 	 noun 	 soup 	 a mash or thick soup cooked from flour; pap
papp 	 noun 	 wheatpaste 	 wheatpaste
break 	 noun 	 break 	 break
break 	 noun 	 break 	 break
badi 	 noun 	 lido 	 lido
ornament 	 noun 	 ornament 	 ornament
geck 	 noun 	 coxcomb 	 dandy, coxcomb, poser
geck 	 noun 	 poser 	 dandy, coxcomb, poser
geck 	 noun 	 dandy 	 dandy, coxcomb, poser
fieder 	 noun 	 pinna 	 pinna
fieder 	 noun 	 feather 	 small feather
ersatzbank 	 noun 	 substitutes' bench 	 substitutes' bench
violoncello 	 noun 	 cello 	 cello
glace 	 noun 	 ice cream 	 ice cream
jackett 	 noun 	 jacket 	 jacket
bijou 	 noun 	 jewelry 	 jewel; piece of jewelry
bijou 	 noun 	 jewel 	 jewel; piece of jewelry
vogelkunde 	 noun 	 ornithology 	 ornithology
bakteriologie 	 noun 	 bacteriology 	 bacteriology
agronomie 	 noun 	 agronomy 	 agronomy
algologie 	 noun 	 algology 	 algology
algologie 	 noun 	 phycology 	 phycology
dendrologie 	 noun 	 dendrology 	 dendrology
dösen 	 verb 	 doze 	 to doze
dösen 	 verb 	 daydream 	 to daydream
polysemie 	 noun 	 polysemy 	 polysemy
semantik 	 noun 	 semantics 	 semantics
semantik 	 noun 	 semantics 	 semantics
golden goal 	 noun 	 golden goal 	 golden goal
silver goal 	 noun 	 silver goal 	 silver goal
gummiband 	 noun 	 rubber band 	 rubber band
faven 	 verb 	 fave 	 to fave
workshop 	 noun 	 workshop 	 workshop
workshop 	 noun 	 workshop 	 workshop
thon 	 noun 	 tuna 	 tuna
frustration 	 noun 	 frustration 	 frustration
markör 	 noun 	 marker 	 billiard-marker, marker
markör 	 noun 	 billiards 	 billiard-marker, marker
markör 	 noun 	 waiter 	 waiter
markör 	 noun 	 open 	 furrow opener
markör 	 noun 	 furrow 	 furrow opener
rollo 	 noun 	 roller blind 	 roller blind
rollo 	 noun 	 roller shutter 	 roller shutter
krause 	 noun 	 curliness 	 curliness
fis 	 noun 	 F-sharp 	 F♯, F-sharp
fis 	 noun 	 F♯ 	 F♯, F-sharp
superheld 	 noun 	 superhero 	 superhero
anstalt 	 noun 	 institution 	 institution, establishment
anstalt 	 noun 	 establishment 	 institution, establishment
anstalt 	 noun 	 mental hospital 	 mental hospital
police 	 noun 	 insurance policy 	 insurance policy
lavabo 	 noun 	 washbasin 	 sink, washbasin
lavabo 	 noun 	 sink 	 sink, washbasin
rank 	 noun 	 plot 	 plot, machination, intrigue
rank 	 noun 	 machination 	 plot, machination, intrigue
rank 	 noun 	 intrigue 	 plot, machination, intrigue
rank 	 noun 	 bend 	 bend, curve
rank 	 noun 	 curve 	 bend, curve
rank 	 noun 	 trick 	 trick, ruse
rank 	 noun 	 ruse 	 trick, ruse
bräunungsprozess 	 noun 	 process 	 tanning process
bräunungsprozess 	 noun 	 tanning 	 tanning process
bräunungsprozess 	 noun 	 roasting 	 roasting process
jupe 	 noun 	 skirt 	 skirt
tribometer 	 noun 	 tribometer 	 tribometer
judenhass 	 noun 	 Jew 	 hatred against Jews; hateful, emotional anti-Semitism
judenhass 	 noun 	 anti-Semitism 	 hatred against Jews; hateful, emotional anti-Semitism
judenhass 	 noun 	 hatred 	 hatred against Jews; hateful, emotional anti-Semitism
schleswiger 	 noun 	 Schleswig 	 A person from Schleswig
verrotten 	 verb 	 rot 	 to rot
entomologisch 	 adjective 	 entomological 	 entomological
bügelverschluss 	 noun 	 swing top 	 swing top
bummel 	 noun 	 stroll 	 stroll
küsschen 	 noun 	 peck 	 Kuss; a peck
examen 	 noun 	 exam 	 exam
chalcedon 	 noun 	 chalcedony 	 chalcedony
billiard 	 noun 	 billiards 	 billiards
hervor 	 adverb 	 forth 	 forth
drachenfutter 	 noun 	 food 	 dragon fodder, dragon food
drachenfutter 	 noun 	 fodder 	 dragon fodder, dragon food
drachenfutter 	 noun 	 dragon 	 dragon fodder, dragon food
drachenfutter 	 noun 	 placate 	 a gift given to placate someone, Drachenfutter
drachenfutter 	 noun 	 Drachenfutter 	 a gift given to placate someone, Drachenfutter
drachenfutter 	 noun 	 gift 	 a gift given to placate someone, Drachenfutter
päderastie 	 noun 	 pederasty 	 pederasty
natel 	 noun 	 mobile phone 	 mobile phone, cellphone
natel 	 noun 	 cellphone 	 mobile phone, cellphone
gluck 	 interjection 	 glug 	 glug
krimi 	 noun 	 thriller 	 A crime story, a crime thriller
krimi 	 noun 	 crime 	 A crime story, a crime thriller
hauchen 	 verb 	 whisper 	 to whisper
hauchen 	 verb 	 aspirate 	 to aspirate
bestreben 	 verb 	 endeavor 	 to endeavor, to be eager
bestreben 	 verb 	 eager 	 to endeavor, to be eager
behalten 	 noun 	 retention 	 behalten; retention
pneu 	 noun 	 tyre 	 tyre
mathe 	 noun 	 math 	 math, maths
mathe 	 noun 	 maths 	 math, maths
diakonie 	 noun 	 social work 	 social work  provided by churches
discount 	 noun 	 discount 	 discount
discount 	 noun 	 discounter 	 discounter
downer 	 noun 	 downer 	 downer
duckmäuser 	 noun 	 opinion 	 sneak, coward who avoids saying his own opinion
duckmäuser 	 noun 	 sneak 	 sneak, coward who avoids saying his own opinion
duckmäuser 	 noun 	 coward 	 sneak, coward who avoids saying his own opinion
duckmäusern 	 verb 	 submissive 	 to be submissive, to sneak
duckmäusern 	 verb 	 sneak 	 to be submissive, to sneak
n.v. 	 phrase 	 a.e.t. 	 |a.e.t
farad 	 noun 	 farad 	 farad
bestand 	 noun 	 stock 	 stock, inventory
bestand 	 noun 	 inventory 	 stock, inventory
bestand 	 noun 	 portfolio 	 portfolio
bestand 	 noun 	 population 	 population
bestand 	 noun 	 continuance 	 durable existence, persistence; duration; continuance
bestand 	 noun 	 existence 	 durable existence, persistence; duration; continuance
bestand 	 noun 	 duration 	 durable existence, persistence; duration; continuance
bestand 	 noun 	 persistence 	 durable existence, persistence; duration; continuance
querulant 	 noun 	 querulant 	 querulant
querulant 	 noun 	 grouser 	 grouser, griper
querulant 	 noun 	 griper 	 grouser, griper
unrein 	 adjective 	 impure 	 impure
unrein 	 adjective 	 foul 	 dirty, foul
unrein 	 adjective 	 dirty 	 dirty, foul
pep 	 noun 	 speed 	 speed
oliv 	 noun 	 olive 	 the colour olive
granat 	 noun 	 common shrimp 	 The common shrimp, noshow=1
granat 	 noun 	 garnet 	 garnet
funker 	 noun 	 operator 	 radio operator
funker 	 noun 	 radio 	 radio operator
zählung 	 noun 	 count 	 count '; census; metering, reckoning
brenner 	 noun 	 burner 	 burner
brenner 	 noun 	 distiller 	 distiller
camion 	 noun 	 lorry 	 lorry
abiturientin 	 noun 	 Abiturient 	 female Abiturient
champion 	 noun 	 champion 	 champion
ketten 	 verb 	 chain 	 to chain
jünger 	 noun 	 disciple 	 disciple
nanosekunde 	 noun 	 nanosecond 	 nanosecond
ordnungsmäßig 	 adverb 	 duly 	 duly
vorschriftsmäßig 	 adverb 	 duly 	 duly
zecken 	 verb 	 hit 	 to touch, to hit slightly
zecken 	 verb 	 touch 	 to touch, to hit slightly
zecken 	 verb 	 tease 	 to tease
stapler 	 noun 	 forklift 	 forklift truck
stapler 	 noun 	 truck 	 forklift truck
cyborg 	 noun 	 cyborg 	 cyborg
tun 	 noun 	 behaviour 	 tun; doing, deeds, behaviour
tun 	 noun 	 deeds 	 tun; doing, deeds, behaviour
tun 	 noun 	 doing 	 tun; doing, deeds, behaviour
kor 	 noun 	 cor 	 cor unit of measure
lag 	 noun 	 request 	 lag, the performing a requested operation only delayed
lag 	 noun 	 perform 	 lag, the performing a requested operation only delayed
lag 	 noun 	 lag 	 lag, the performing a requested operation only delayed
lag 	 noun 	 delay 	 lag, the performing a requested operation only delayed
lag 	 noun 	 operation 	 lag, the performing a requested operation only delayed
lag 	 noun 	 timespan 	 the timespan between which a change of a variable effects on an other variable
lag 	 noun 	 change 	 the timespan between which a change of a variable effects on an other variable
lag 	 noun 	 variable 	 the timespan between which a change of a variable effects on an other variable
diamagnetisch 	 adjective 	 diamagnetic 	 diamagnetic
paramagnetisch 	 adjective 	 paramagnetic 	 paramagnetic
ferromagnetisch 	 adjective 	 ferromagnetic 	 ferromagnetic
antiferromagnetisch 	 adjective 	 antiferromagnetic 	 antiferromagnetic
broiler 	 noun 	 broiler 	 broiler
ochs 	 noun 	 GDR 	 footer=Slogan in the former GDR by Erich Honecker|Socialism in its course will be stopped neither by oxen nor by donkeys
station 	 noun 	 stopover 	 stop; stopover; station
station 	 noun 	 station 	 stop; stopover; station
station 	 noun 	 stop 	 stop; stopover; station
station 	 noun 	 station 	 station
station 	 noun 	 station 	 station
station 	 noun 	 ward 	 ward
volte 	 noun 	 volte 	 volt, volte
volte 	 noun 	 volt 	 volt, volte
volte 	 noun 	 volte 	 volt, volte
volte 	 noun 	 volt 	 volt, volte
volte 	 noun 	 move 	 maneuver, move
volte 	 noun 	 maneuver 	 maneuver, move
volte 	 noun 	 magical cut 	 magical cut
remise 	 noun 	 carriage house 	 carriage house
dost 	 noun 	 tuft 	 tuft , something that grows in tufts
dost 	 noun 	 Origanum 	 any plant of the genus Origanum
dost 	 noun 	 oregano 	 oregano
boole'sch 	 adjective 	 Boolean 	 Boolean
installateur 	 noun 	 plumber 	 plumber
havarie 	 noun 	 accident 	 accident, emergency ; shipwreck
havarie 	 noun 	 emergency 	 accident, emergency ; shipwreck
havarie 	 noun 	 shipwreck 	 accident, emergency ; shipwreck
entstanden 	 adjective 	 originated 	 originated
entstanden 	 adjective 	 spontaneous 	 spontaneous
ersticken 	 verb 	 suffocate 	 to suffocate
ersticken 	 verb 	 smother 	 to smother
durchzogen 	 adjective 	 streaky 	 streaky
durchzogen 	 adjective 	 so-so 	 mixed, so-so
durchzogen 	 adjective 	 mixed 	 mixed, so-so
achtel 	 noun 	 eighth 	 an eighth
spital 	 noun 	 hospital 	 hospital
spital 	 noun 	 nursing home 	 nursing home
spital 	 noun 	 poorhouse 	 poorhouse
boolesch 	 adjective 	 Boolean 	 Boolean
judaist 	 noun 	 specialist 	 A specialist in Jewish studies
judaist 	 noun 	 Jewish studies 	 A specialist in Jewish studies
jung 	 interjection 	 come on 	 man! come on!
jung 	 interjection 	 man 	 man! come on!
durchführen 	 verb 	 perform 	 perform
durchführen 	 verb 	 carry out 	 carry out
durchführen 	 verb 	 execute 	 execute
durchführen 	 verb 	 implement 	 implement
fortführen 	 verb 	 continue 	 to continue
fortführen 	 verb 	 lead 	 to lead away
entkommen 	 noun 	 getaway 	 escape, getaway
entkommen 	 noun 	 escape 	 escape, getaway
gefordert 	 adjective 	 claimed 	 claimed
gefordert 	 adjective 	 postulated 	 postulated
gefordert 	 adjective 	 stipulated 	 stipulated
a-schwa 	 noun 	 a-schwa 	 a-schwa
kess 	 adjective 	 saucy 	 saucy, cheeky
kess 	 adjective 	 cheeky 	 saucy, cheeky
vogt 	 noun 	 steward 	 steward
martern 	 verb 	 torture 	 to torture, to martyr
martern 	 verb 	 martyr 	 to torture, to martyr
paillette 	 noun 	 sequin 	 sequin
fortkommen 	 verb 	 get away 	 to get away
fortkommen 	 verb 	 progress 	 to progress
fortkommen 	 noun 	 advancement 	 advancement, progressing
fortkommen 	 noun 	 progressing 	 advancement, progressing
girondist 	 noun 	 English 	 Girondist
parkinson 	 noun 	 Parkinson's 	 Parkinson's
flittern 	 verb 	 glisten 	 to glisten, sparkle
flittern 	 verb 	 sparkle 	 to glisten, sparkle
flittern 	 verb 	 flutter 	 to flutter
flittern 	 verb 	 giggle 	 to laugh, to giggle
flittern 	 verb 	 laugh 	 to laugh, to giggle
flittern 	 verb 	 flatter 	 to fawn, to flatter
flittern 	 verb 	 fawn 	 to fawn, to flatter
flittern 	 verb 	 honeymoon 	 to honeymoon
trott 	 noun 	 rut 	 rut; routine
trott 	 noun 	 routine 	 rut; routine
alane 	 noun 	 Alan 	 Alan
alane 	 noun 	 Alan 	 Alan
alemanne 	 noun 	 Alemanni 	 member of Alemanni tribe
ausschlussverfahren 	 noun 	 process 	 process of elimination, exclusion
ausschlussverfahren 	 noun 	 elimination 	 process of elimination, exclusion
ausschlussverfahren 	 noun 	 exclusion 	 process of elimination, exclusion
ausschlussverfahren 	 noun 	 expulsion 	 expulsion proceedings
ausschlussverfahren 	 noun 	 proceedings 	 expulsion proceedings
ausschluss 	 noun 	 exclusion 	 exclusion
ausschluss 	 noun 	 expulsion 	 expulsion
ausschluss 	 noun 	 statute of repose 	 statute of repose
azalee 	 noun 	 azalea 	 azalea
benthal 	 adjective 	 benthic 	 benthic
furios 	 adjective 	 furious 	 furious
furios 	 adjective 	 dynamic 	 dynamic
jede 	 pronoun 	 jeder 	 feminine of jeder
jede 	 pronoun 	 jeder 	 feminine accusative of jeder
rodeln 	 noun 	 sledding 	 sledding
biogen 	 adjective 	 biogenic 	 biogenic
fenn 	 noun 	 fen 	 mire, bog, fen
fenn 	 noun 	 bog 	 mire, bog, fen
fenn 	 noun 	 mire 	 mire, bog, fen
gliederreißen 	 noun 	 rheumatism 	 rheumatism
gneis 	 noun 	 gneiss 	 gneiss
träge 	 adjective 	 lazy 	 lazy, idle
träge 	 adjective 	 idle 	 lazy, idle
träge 	 adjective 	 sluggish 	 listless, sluggish, lacking impetus
träge 	 adjective 	 listless 	 listless, sluggish, lacking impetus
träge 	 adjective 	 impetus 	 listless, sluggish, lacking impetus
träge 	 adjective 	 slow-blow 	 of an electrical fuse slow-blow
azimutal 	 adjective 	 azimuthal 	 azimuthal
messie 	 noun 	 compulsive 	 compulsive hoarder
messie 	 noun 	 hoarder 	 compulsive hoarder
kwashiorkor 	 noun 	 kwashiorkor 	 kwashiorkor
mehlnährschaden 	 noun 	 kwashiorkor 	 kwashiorkor
behüter 	 noun 	 protector 	 protector, shepherd
behüter 	 noun 	 shepherd 	 protector, shepherd
eintritt 	 noun 	 occurrence 	 occurring; occurrence
eintritt 	 noun 	 occurring 	 occurring; occurrence
eintritt 	 noun 	 enlistment 	 joining; enlistment
eintritt 	 noun 	 joining 	 joining; enlistment
eintritt 	 noun 	 access 	 entrance, access
eintritt 	 noun 	 entrance 	 entrance, access
eintritt 	 noun 	 entrance 	 entry, entrance
eintritt 	 noun 	 entry 	 entry, entrance
graus 	 noun 	 horror 	 horror
bakterie 	 noun 	 bacterium 	 bacterium
schiften 	 verb 	 jibe 	 to jibe, gybe
schiften 	 verb 	 gybe 	 to jibe, gybe
endogen 	 adjective 	 endogenous 	 endogenous
anbandeln 	 verb 	 flirt 	 flirt
anbändeln 	 verb 	 flirt 	 flirt
paganismus 	 noun 	 paganism 	 paganism
ominös 	 adjective 	 omen 	 ominous, foreboding; pertaining to a bad omen, bringing sign of coming mishap
ominös 	 adjective 	 ominous 	 ominous, foreboding; pertaining to a bad omen, bringing sign of coming mishap
ominös 	 adjective 	 mishap 	 ominous, foreboding; pertaining to a bad omen, bringing sign of coming mishap
ominös 	 adjective 	 foreboding 	 ominous, foreboding; pertaining to a bad omen, bringing sign of coming mishap
ominös 	 adjective 	 dubious 	 dubious; infamous; of doubtful reputation
ominös 	 adjective 	 infamous 	 dubious; infamous; of doubtful reputation
ominös 	 adjective 	 strange 	 dubious; strange; of unknown character or even questionable existence
sachet 	 noun 	 sachet 	 sachet
sachet 	 noun 	 sachet 	 sachet
außenwand 	 noun 	 outer 	 outer wall, facade
außenwand 	 noun 	 facade 	 outer wall, facade
außenwand 	 noun 	 wall 	 outer wall, facade
status quo 	 noun 	 status quo 	 status quo
bretone 	 noun 	 Breton 	 Breton
pompon 	 noun 	 pompon 	 pompon
pompon 	 noun 	 pompon 	 pompon, bobble
pompon 	 noun 	 bobble 	 pompon, bobble
schlachter 	 noun 	 butcher 	 butcher
schlachter 	 noun 	 slaughterhouse 	 someone who works in a slaughterhouse
birken 	 adjective 	 birchen 	 birchen
erwärmen 	 verb 	 warm 	 to warm, to heat
erwärmen 	 verb 	 heat 	 to warm, to heat
erwärmen 	 verb 	 heat up 	 to warm up, to heat up
erwärmen 	 verb 	 warm up 	 to warm up, to heat up
virtuos 	 adjective 	 virtuous 	 virtuous
polis 	 noun 	 polis 	 polis
quitt 	 adjective 	 even 	 quits, even
quitt 	 adjective 	 quits 	 quits, even
quitt 	 adjective 	 rid 	 rid of something, having lost something
praeantepaenultima 	 noun 	 w:Raphael Kühner 	 * 1869, Raphael Kühner, Ausführliche Grammatik der griechischen Sprache , volume 1, division 1, part 1: “Elementarlehre”, portion 1: ‘Laut- und Buchstabenlehre’, chapter 1: «&amp;nbsp;Von den Sprachlauten und den Buchstaben&amp;nbsp;», § 3: ‹&amp;nbsp;Von der Aussprache der Buchstaben&amp;nbsp;›
präantepänultima 	 noun 	 preantepenult 	 preantepenult
kosmodrom 	 noun 	 cosmodrome 	 cosmodrome
asiarch 	 noun 	 English 	 Asiarch
halsstarrig 	 adjective 	 stiff-necked 	 stubborn, obstinate, stiff-necked
halsstarrig 	 adjective 	 stubborn 	 stubborn, obstinate, stiff-necked
halsstarrig 	 adjective 	 obstinate 	 stubborn, obstinate, stiff-necked
prädestination 	 noun 	 predestination 	 predestination
abrahamitisch 	 adjective 	 Abrahamic 	 Abrahamic
demiurg 	 noun 	 demiurge 	 demiurge
demiurg 	 noun 	 Demiurge 	 Demiurge
gnosis 	 noun 	 gnosis 	 gnosis
schisma 	 noun 	 schism 	 schism
assyriologie 	 noun 	 Assyriology 	 Assyriology
assyriologin 	 noun 	 assyriologist 	 female assyriologist
assyriologin 	 noun 	 female 	 female assyriologist
ugaritisch 	 noun 	 Ugaritic 	 Ugaritic, the Ugaritic language
ugaritisch 	 adjective 	 Ugaritic 	 Ugaritic
phönizisch 	 noun 	 Phoenician 	 Phoenician, the ancient language of Phoenicia
phönizisch 	 noun 	 Phoenicia 	 Phoenician, the ancient language of Phoenicia
phönizisch 	 noun 	 phönizisch 	 language phönizische Sprache
phönizisch 	 noun 	 Sprache 	 language phönizische Sprache
phönizisch 	 adjective 	 Phoenician 	 Phoenician
bireme 	 noun 	 galley 	 bireme, an ancient galley having two banks of oars, one above the other
bireme 	 noun 	 oar 	 bireme, an ancient galley having two banks of oars, one above the other
bireme 	 noun 	 bireme 	 bireme, an ancient galley having two banks of oars, one above the other
bireme 	 noun 	 ancient 	 bireme, an ancient galley having two banks of oars, one above the other
bireme 	 noun 	 bank 	 bireme, an ancient galley having two banks of oars, one above the other
trireme 	 noun 	 trireme 	 trireme, an ancient galley having three banks of oars
trireme 	 noun 	 galley 	 trireme, an ancient galley having three banks of oars
trireme 	 noun 	 oar 	 trireme, an ancient galley having three banks of oars
trireme 	 noun 	 ancient 	 trireme, an ancient galley having three banks of oars
trireme 	 noun 	 bank 	 trireme, an ancient galley having three banks of oars
spiritus lenis 	 noun 	 spiritus lenis 	 spiritus lenis
spiritus asper 	 noun 	 spiritus asper 	 spiritus asper
akkadisch 	 adjective 	 Akkad 	 Akkadian, related to the ancient city or empire of Akkad
akkadisch 	 adjective 	 Akkadian 	 Akkadian, related to the ancient city or empire of Akkad
etruskisch 	 adjective 	 Etruscan 	 Etruscan
etrusker 	 noun 	 Etruscan 	 Etruscan
gallier 	 noun 	 Gaul 	 Gaul  from Gaul)
langobardisch 	 noun 	 Lombardic 	 Lombardic
langobardisch 	 noun 	 Sprache 	 langobardische Sprache
langobardisch 	 noun 	 langobardisch 	 langobardische Sprache
langobardisch 	 adjective 	 Lombardic 	 Lombardic
langobarde 	 noun 	 Lombard 	 Lombard, Langobard
langobarde 	 noun 	 Langobard 	 Lombard, Langobard
umbrisch 	 noun 	 Umbrian 	 Umbrian
umbrisch 	 adjective 	 Umbrian 	 Umbrian
aramäisch 	 noun 	 Aramaic 	 Aramaic
aramäisch 	 adjective 	 Aramaic 	 Aramaic
baktrisch 	 noun 	 Bactrian 	 Bactrian
balinesisch 	 noun 	 Balinese 	 Balinese
tschetschenisch 	 adjective 	 Chechen 	 Chechen
tschuktschisch 	 adjective 	 Chukchi 	 Chukchi
tschuwaschisch 	 noun 	 Chuvash 	 Chuvash
tschuwaschisch 	 adjective 	 Chuvash 	 Chuvash
mangostane 	 noun 	 mangosteen 	 mangosteen
kaiserlich 	 adjective 	 imperial 	 imperial
kaiserlich 	 adjective 	 imperial 	 imperial, regal: very grand or fine
kaiserlich 	 adjective 	 regal 	 imperial, regal: very grand or fine
ostarmenisch 	 noun 	 Eastern Armenian 	 Eastern Armenian
ostarmenisch 	 adjective 	 Eastern Armenian 	 Eastern Armenian
westarmenisch 	 noun 	 Western Armenian 	 Western Armenian
westarmenisch 	 adjective 	 Western Armenian 	 Western Armenian
altarmenisch 	 noun 	 Old Armenian 	 Old Armenian
altarmenisch 	 adjective 	 Old Armenian 	 Old Armenian
frankoprovenzalisch 	 noun 	 Franco-Provençal 	 Franco-Provençal
frankoprovenzalisch 	 adjective 	 Franco-Provençal 	 Franco-Provençal
altlateinisch 	 adjective 	 Old Latin 	 Old Latin
altlateinisch 	 noun 	 Old Latin 	 Old Latin
altkatalanisch 	 noun 	 Old Catalan 	 Old Catalan
altkatalanisch 	 adjective 	 Old Catalan 	 Old Catalan
katalanisch 	 adjective 	 Catalan 	 Catalan
altgeorgisch 	 noun 	 Old Georgian 	 Old Georgian
altgeorgisch 	 adjective 	 Old Georgian 	 Old Georgian
sorbisch 	 adjective 	 Sorbian 	 Sorbian
volskisch 	 noun 	 Volscian 	 Volscian
volskisch 	 noun 	 volskisch 	 volskische Sprache
volskisch 	 noun 	 Sprache 	 volskische Sprache
